isim,wikidata_id,dogum_yeri,cinsiyet,muzik_turu,Spotify_ID
Ülkü Beşgül,Q106328132,Afyonkarahisar,kadın,,
Ülkü Erakalın,Q6098085,İstanbul,erkek,,
Ülkü Hilal Çiftçi,Q136528267,,kadın,,
Ülkü Ülker,Q137549641,,kadın,,
Ülkü Ülker,Q6079579,İstanbul,kadın,,
Ümit Besen,Q334814,Osmaniye,erkek,,2Cusk8DpjH8r3BDvuN3ufo
Ümit Efekan,Q6095503,İstanbul,erkek,,
Ümit Elçi,Q60917056,Silifke,erkek,,
Ümit Kıvanç,Q6079007,İstanbul,erkek,,
Ümit Sayın,Q6090768,İzmir,erkek,pop müzik,
Ümit Tokcan,Q6004509,Ordu,erkek,Türk halk müziği,
Ümit Uludağ,Q57240664,Bad Kreuznach,erkek,,
Ümit Utku,Q6062652,Mardin,erkek,,
Ümit Yazıcı,Q112667154,Fındıklı,erkek,,
Ümit Yılbar,Q55929914,,erkek,,
Ümit Ünal,Q256280,Tire,erkek,,
Ümmet Özcan,Q15636208,Putten,erkek,"house müziği, trance, elektro-house, progressive house, tech trance, big room house",
Ünal Küpeli,Q6086479,Malatya,erkek,,
Ünol Büyükgönenç,Q6092527,İstanbul,erkek,,422XRyh8cTAry2xsyCMlWA
İbrahim Büyükak,Q6013459,İstanbul,erkek,,
İbrahim Can,Q6093901,Trabzon,erkek,,
İbrahim Erkal,Q343274,Narman,erkek,,0Fd2y4arCJPyGqNkZDq2vZ
İbrahim Gökçek,Q93495194,Kayseri,erkek,,
İbrahim Kalın,Q15440590,İstanbul,erkek,,
İbrahim Rojhilat,Q979191,Doğubayazıt,erkek,,
İbrahim Sesigüzel,Q6088184,Balıkesir,erkek,,
İbrahim Tatlıses,Q343394,Şanlıurfa,erkek,popüler müzik,0gPgE6wLLiPnrakh9WcsdQ
İbrahim Vurmaz,Q117862104,,erkek,,
İbrahim Özgür,Q29021409,,erkek,,
İdil Biret,Q262078,Ankara,kadın,klasik müzik,5SBOWUBQdfga0xprPVBxOr
İdil Dizdar,Q6036469,İzmir,kadın,,
İdo Tatlıses,Q85977325,İstanbul,erkek,,
İdris Akbulut,Q74596265,,erkek,,
İhsan Kayral,Q137506641,,erkek,,
İhsan Kılavuz,Q52892668,,erkek,,
İhsan Sedat,Q109002250,,erkek,,
İhsan Taş,Q117863770,,erkek,,
İhsan Yüce,Q4832684,Elazığ,erkek,,
İhsan Öztürk,Q97217364,Şarkışla,erkek,,
İklim Tamkan,Q110717172,,kadın,klasik müzik,6g06pRjiV1UyYEGwPYGQVK
İlgün Soysev,Q31188311,İstanbul,erkek,Klasik Türk müziği,
İlhami Ukçin,Q137506642,,erkek,,
İlhan Arakon,Q6088629,Edirne,erkek,,
İlhan Baran,Q94120,Artvin,erkek,,
İlhan Engin,Q109002259,Çorlu,erkek,,
İlhan Erşahin,Q6453923,Stockholm,erkek,,
İlhan Mimaroğlu,Q8080086,İstanbul,erkek,çağdaş klasik müzik,
İlhan Usmanbaş,Q343693,İstanbul,erkek,,
İlhan İrem,Q12812923,Bursa,erkek,rock müziği,52ZUYpWgLZaJJDEum4P2KH
İlhan Şeşen,Q4118562,Manisa,erkek,,
İlkay Akkaya,Q343766,İstanbul,kadın,,
İlker Ayrık,Q6082607,Balıkesir,erkek,,
İlker Baliç,Q25477635,Sakarya,erkek,,
İlker Canikligil,Q85977381,İstanbul,erkek,,
İlker Sarı,Q117862809,,erkek,,
İlker Savaşkurt,Q26905014,,erkek,,
İlkin Deniz,Q115794685,,erkek,,
İlknur Yakupoğlu,Q118955900,Tonya,kadın,,
İlksen Başarır,Q19842677,İstanbul,kadın,,
İlkyaz Arslan,Q110343383,Ankara,kadın,,
İlyas Salman,Q343838,Arguvan,erkek,,
İlyas Tetik,Q116203789,,erkek,,
İlyas Yalçıntaş,Q20477041,İstanbul,erkek,pop müzik,2ekGsQEkeMtYFA16Jjes2M
İmer Demirer,Q97223884,Ankara,erkek,,
İnan Altın,Q113503059,İstanbul,erkek,,
İnan Temelkuran,Q6064961,İzmir,erkek,,
İnce Sabit,Q130725345,Nevşehir,erkek,,
İnci Çayırlı,Q6048624,İstanbul,kadın,,
İntizar,Q343980,Tunceli,kadın,pop müzik,3mv52kRne0G5Las6jClwj0
İpek Atagün Gezener,Q118948189,İstanbul,kadın,,
İpek Görgün,Q114000927,Ankara,kadın,,
İrem Candar,Q25477855,İstanbul,kadın,,
İrem Derici,Q17046863,İstanbul,kadın,pop müzik,5h2jTdwf4p0dM34aBykPzZ
İrfan Atasoy,Q6094872,Adana,erkek,,
İrfan Güney,Q109391482,İstanbul,erkek,,
İrfan Tözüm,Q61014359,Tekman,erkek,,
İrfan Özata,Q19613757,Ordu,erkek,pop müzik,
İsa Yıldız,Q117862375,,erkek,,
İskender Alptekin,Q6081327,Elbeğendi,erkek,,
İskender Doğan,Q6041877,Manisa,erkek,,
İskender Türsen,Q6044643,,erkek,,
İsmail Altunsaray,Q6039674,Kırşehir,erkek,,
İsmail Baha Sürelsan,Q6056376,Bursa,erkek,,
İsmail Eren,Q122902730,,erkek,,
İsmail Güneş,Q6080778,Samsun,erkek,,
İsmail Hakkı Bey,Q28358397,Balat,erkek,,
İsmail Hakkı Demircioğlu,Q6036428,,erkek,,
İsmail Lütfü Erol,Q123409492,,erkek,,
İsmail Necmi,Q16212476,Türkiye,erkek,,
İsmail Sancak,Q6078315,İstanbul,erkek,,
İsmail Soyberk,Q13575423,İstanbul,erkek,,
İsmail Tunçbilek,Q44311810,Bursa,erkek,,4RnKYAfktqnvcbjkbQC7Fm
İsmail Türüt,Q344200,,erkek,,
İsmail YK,Q344209,Hamm,erkek,pop müzik,6BPzJMh8hXyURWbYwE2p1h
İsmail Ötenkaya,Q6066644,Kayseri,erkek,,
İsmail Özden,Q12812986,,erkek,,
İsmail Şahin,Q344210,Stockach,erkek,,
İsmet Arasan,Q6086373,Çatalca,erkek,,
İsmet Elçi,Q344221,,erkek,,
İsmet Eraydın,Q17046912,Trabzon,erkek,,
İsmet Ergün,Q344223,Konya,kadın,,
İsmet Nedim,Q6099606,Samsun,erkek,,
İsmet Sıral,Q6101189,Fatih,erkek,,
İsmet Yazar,Q16591330,İzmir,erkek,,
İstemihan Tavıloğlu,Q6096404,Tekirdağ,erkek,klasik müzik,
İstepan Babelyan,Q13054865,İstanbul,erkek,,
İstepan Melikyan,Q105748765,,erkek,,
İzak Algazi,Q6447676,İzmir,erkek,,7lNlsefHkadzzP4aPglatp
İzel,Q344368,Yalova,kadın,pop müzik,0QSrUuv6y5Woazd3LAjbSH
İzi Eli,Q12813013,İstanbul,erkek,"caz, rock müziği",
İzzet Altınmeşe,Q3675417,Çüngüş,erkek,,
İzzet Yıldızhan,Q20791121,Çermik,erkek,,
İzzettin Ökte,Q6040343,İstanbul,erkek,,
Şadan Kâmil,Q6078010,İstanbul,erkek,,
Şadan Çaylıgil,Q99589821,,erkek,caz,
Şafak Bal,Q106416325,Ankara,erkek,,
Şafak Serez,Q136353497,İstanbul,erkek,,
Şafak Sezer,Q8082387,Ankara,erkek,,
Şahan Gökbakar,Q388027,İzmir,erkek,,
Şahika Tekand,Q388033,İzmir,kadın,,
Şahin Alparslan,Q6038640,Yozgat,erkek,,
Şahin Altuğ,Q117862372,,erkek,,
Şahin Gök,Q16591333,Siirt,erkek,,
Şahin Kaygun,Q28358263,,erkek,,
Şahin Özer,Q6035307,Malatya,erkek,,
Şakir Gürzumar,Q6097420,Ankara,erkek,,
Şakir Sırmalı,Q6037430,İstanbul,erkek,,
Şakir Öner Günhan,Q125463266,,erkek,,
Şanar Yurdatapan,Q6083100,Susurluk,erkek,,
Şebnem Ferah,Q255645,Yalova,kadın,pop müzik,74xBVPWYoSf5pvo5IkePRO
Şebnem Paker,Q271578,İstanbul,kadın,pop müzik,
Şecaattin Tanyerli,Q12813049,İstanbul,erkek,,
Şefik Gürmeriç,Q97599128,Cisr-i Mustafapaşa,erkek,,
Şehinşah,Q75455357,,erkek,,1DBOwwrhpygRVJs6QKTtIA
Şehrazat,Q388757,Ankara,kadın,"caz, pop müzik",0a5LeayBVar0YadZ32KTZ5
Şehrîbana Kurdî,Q388706,İzmir,kadın,,
Şehzade Mehmed Burhaneddin,Q19737728,İstanbul,erkek,,
Şekerci Cemil Bey,Q61073239,İstanbul,erkek,,
Şekip Ayhan Özışık,Q6053519,Ankara,erkek,,
Şelale Şehnaz Sam,Q98908548,,kadın,,
Şemsi Yastıman,Q6067271,Kırşehir,erkek,,
Şenay,Q2656811,İstanbul,kadın,pop müzik,
Şenay Aydemir,Q27039245,,erkek,,
Şenay Lambaoğlu,Q59536952,Kiel,kadın,caz,3TBKeKodYFrl3UaYKTcapT
Şenceylik,Q50308887,,kadın,,571gGI6PcQbBN0SZ5QEI5i
Şenel Önaldı,Q134269403,Trabzon,erkek,,
Şengül Halat Atak,Q6011548,,kadın,,
Şenol Korkmaz,Q6041169,,erkek,,
Şenol Sönmez,Q117862269,,erkek,,
Şenova Ülker,Q118947721,Ankara,erkek,,
Şerif Gören,Q388991,İskeçe,erkek,,
Şerif Muhiddin Targan,Q8082495,İstanbul,erkek,,
Şerif Yenen,Q11227153,Ödemiş,erkek,,
Şerif Yüzbaşıoğlu,Q6008847,İstanbul,erkek,,
Şevket Emin Korki,Q47501656,Irak,erkek,,
Şevval Sam,Q174961,İstanbul,kadın,,5zkh6MICzIQIUoA9NfZpBx
Şinasi Özonuk,Q60796081,Ankara,erkek,,
Şirin Pancaroğlu,Q8082538,Ankara,kadın,,
Şirin Soysal,Q23920508,,kadın,caz,
Şivan Perwer,Q390602,Siverek (ilçe),erkek,,5dK1aTARS2YfxGdG3zmtYu
Şoray Uzun,Q6057825,Hezargrad,erkek,,
Şule Tuna,Q105605793,Dillenburg,kadın,,
Şêxo,Q13176871,Adıyaman,erkek,,7ccSwzaGFpXDmP0qUPPS9u
Şükran Ay,Q137549631,,kadın,,
Şükran Ay,Q6042436,,kadın,,
Şükran Özer,Q110267865,İstanbul,kadın,,76KHVLNSAKyJXKm4riVKw7
Şükriye Dönmez,Q390675,,kadın,,
Şükriye Tutkun,Q6072596,,kadın,Türk halk müziği,
Şükrü Parlak,Q118956608,Rize,erkek,,
Şükrü Tunar,Q6038803,Edremit,erkek,,
Şükrü Türen,Q118929663,İstanbul,erkek,,
