isim,Spotify_ID,Followers,Popularity,Spotify_Tur,EveryNoise_Tur
Kaan Tangöze,29TtKR0RUKu66QjYwtycd9,395844,45,anatolian rock,turkish singer-songwriter
Nilipek.,1tgfi3YYoeXKehnjKaMsOo,364945,40,turkish pop,turkish singer-songwriter
Jehan Barbur,6PNzOVat5l7NQQC4lqY2Fo,287805,39,"karadeniz folk, turkish pop",turkish singer-songwriter
Bülent Ortaçgil,1eY7YyYjc9jGnsHdJka906,245216,40,"anatolian rock, turkish pop",turkish singer-songwriter
Berkay Altunyay,7DDrfx7EEOeHSZUkpTIn59,213207,,turkish pop,turkish singer-songwriter
Hande Mehan,1u3WUGLV2ZGPvwkfdvgZFl,140057,49,turkish pop,turkish singer-songwriter
Gökhan Kırdar,0iTcX6LMMIt0DeYJ3qBSQX,100084,41,"arabesk, turkish pop",turkish singer-songwriter
Ari Barokas,2tk4lPBD4i3STz8VYPaF9P,96692,41,anatolian rock,turkish singer-songwriter
Sibel Alaş,3vwijSZN14SWUqFxg74aYU,73994,36,turkish pop,turkish singer-songwriter
Güler Özince,4KonFbiSZXcrs9ZLe2A1mX,68764,,,turkish singer-songwriter
Ahmet Hatipoğlu,2sOq4hJZRAybcz8AvKjDK4,66298,47,turkish pop,turkish singer-songwriter
Zeynep Baksi Karatağ,0JQnINHQ01rwdmLEyE2d3z,66040,,"arabesk, turkish pop",turkish singer-songwriter
Deniz Arcak,1EYG9EGkb762d5qKVbxZJB,55207,30,turkish pop,turkish singer-songwriter
Ayla Çelik,3Z7GwK4hUEczTklLsVedcx,51505,40,turkish pop,turkish singer-songwriter
Simge Pınar,3LaMLuHw30v7Smtt3mcrjE,45124,,,turkish singer-songwriter
Barış Kocatürk,69pUCqegpsMQA4IeuuPUvB,37612,37,,turkish singer-songwriter
Salman Tin,539RbtR2AVUYdmHQZjLL6m,31879,53,turkish pop,turkish singer-songwriter
Ezgi Aktan,3YWG3RyJkflr9w9LZqK0j8,29936,,,turkish singer-songwriter
Yiğit Seferoğlu,23PyUBxakP5fM83oPh8Alc,26477,32,turkish hip hop,turkish singer-songwriter
Sera Savaş,0ZJEJs5ckjTCpL7BpyAHAF,19753,,,turkish singer-songwriter
Mahmut Çınar,0WrwpSn6JN4leTOMpcYlOk,19017,,turkish pop,turkish singer-songwriter
Ezgi Erdoğan,04E93fjneJyca3DegcGoTk,15726,,,turkish singer-songwriter
Dolunay Obruk,4AUWQIJJKBctM1agDnUZLk,15227,29,,turkish singer-songwriter
Cenk Taner,27BullunNq0imCJzxyh3oA,14810,,anatolian rock,turkish singer-songwriter
Burcu Tatlıses,5zSwFVgHcKDAYoVgoOCN07,14106,,,turkish singer-songwriter
Elçin Orçun,1e6JMnBTnlsmLfUIshPefJ,13158,29,,turkish singer-songwriter
Kutay Uçar,5bKW418AB0KM2JqkVnOZLQ,11858,32,,turkish singer-songwriter
Kıvılcım Ural,6ZLqqEyXfQLMPixZtIO40b,10302,,,turkish singer-songwriter
Su Soley,0dtUUdWmcV3TecbEICZ3A8,8938,,turkish pop,turkish singer-songwriter
Aslı Gökyokuş,4wWaqd4kaS4sjE1113r2H3,8645,23,"anatolian rock, turkish pop",turkish singer-songwriter
Emre Yıldırım,27QnhRdJ3jEuUaXUM75oxc,7342,,,turkish singer-songwriter
Vedat Özkaya,5PqkO186lXqw4PTylQO9IW,7240,,,turkish singer-songwriter
Erden Erdoğan,71Qmm2rF0wjEedvk4pgI5L,6844,,,turkish singer-songwriter
Şenay Lambaoğlu,3TBKeKodYFrl3UaYKTcapT,6796,23,turkish pop,turkish singer-songwriter
Demirhan Baylan,4scpO2WolpCBcmnvRLIV7j,6684,,,turkish singer-songwriter
İrem Candar,7dufQkQ6khsRVM640zlKnz,5873,,,turkish singer-songwriter
Ozan Sarohan,13HYkGyQkXPZUlpIJHOk06,5224,,,turkish singer-songwriter
Dilan Demirel,5Mgha0Ds9HHwUzkEcbTxIS,4605,,,turkish singer-songwriter
Ali Meydanioğlu,4fBIAPckfneje8qmOasnVf,4426,,,turkish singer-songwriter
Genç Osman,5Zkr7EwsJ7r1XMjxvoD3Yu,4107,,,turkish singer-songwriter
Emre Akbay,2uRkUVohqQRUDARipt4mE0,4092,,,turkish singer-songwriter
Hay Bin Kunduz,1KLxD2eJsZCDCZyaDDOIVb,3999,,,turkish singer-songwriter
Çiğdem Erken,2tmUKoKcI4haemEfYmGIYy,3845,,turkish pop,turkish singer-songwriter
Selim Saraçoğlu,1AwwbV1bgGx6zLmx9TI0W6,3304,,,turkish singer-songwriter
Nihat Ünal,63fVuFhsnBN2FzxZF3Db69,3293,,,turkish singer-songwriter
Efe Okka,1xIL0FunaGqHbLRPdPXriq,2660,,,turkish singer-songwriter
Firat Akarsel,6Te7AdXZqZPUlKo2tukEWu,2657,,,turkish singer-songwriter
Ulku Aybala Sunat,7qTxCkyp3XEVNkxPiTsM8H,2131,,,turkish singer-songwriter
Furkan Manav,7LSzS0yUdt2aL4vPnOvZLh,1591,,,turkish singer-songwriter
Barlas Tan Özemek,5oSixXP8kX9wAo4wBE9ADU,1521,,,turkish singer-songwriter
Esra Kayıkçı,3JXW4eGygPpKALyTz9RUEz,1500,,,turkish singer-songwriter
Can Dedeoğlu,3NH9ypR6QzCRCp8m9fFizO,595,,,turkish singer-songwriter
Müfide Inselel,4nn1AvoZvZXrlkwPgSeEue,589,,turkish pop,turkish singer-songwriter
Nilgun Ozer,0ck47BPS6qKkajr2sIXz1a,583,,,turkish singer-songwriter
Derin Sarıyer,6Cgas0BTyX5rjognneOz4n,445,,,turkish singer-songwriter
Uras,4OmbxMc7aTxUFHItqdH9zl,285,,,turkish singer-songwriter
Kutad Alptürkan,4AftB60m7Pxn9QphsMsHxz,275,,,turkish singer-songwriter
Toygar Işıklı,2l0Ol9ASKE7E196nHpblB7,443299,,turkish pop,turkish soundtrack
Cem Özkan,5ir9ylX51js6ukzBp2hvVf,171124,35,turkish pop,turkish soundtrack
Aytekin Ataş,5UbEjvgRjZhZegIWLOL7NZ,40691,47,"karadeniz folk, oyun havasi",turkish soundtrack
Barış Diri,1K3hYM185V2bhs9iRzFpIH,40460,,,turkish soundtrack
Timuçin Esen,38OJtnrt1FutcT30EskS9T,23473,,arabesk,turkish soundtrack
Cem Tuncer,6OlnPdA68KcYNbYNv3dMH7,23183,46,,turkish soundtrack
Fahir Atakoğlu,6Mj20Zm7PRpGzoNN453mSq,20704,36,,turkish soundtrack
Atakan Ilgazdağ,2lazK6SUncqFuhbdlAPm4L,12568,,,turkish soundtrack
Yıldıray Gürgen,7IAuFq7Hl0CH3e6eDxpV8F,10624,,,turkish soundtrack
Alp Yenier,73x351tQaXqlpGKAkHBTV4,9784,,,turkish soundtrack
Cem Öget,16kJ5QyamNNLOQSOrE0ZT1,9494,,anatolian rock,turkish soundtrack
Kemal Sahir Gürel,1WeO0UYvbcLvA27hupeCYV,8863,,,turkish soundtrack
Volkan Akmehmet,3fuOw5vDRkCjnYIFFb37T7,8666,,,turkish soundtrack
Levent Güneş,050We7RRmwTPrHYcn6grw7,7698,,"arabesk, karadeniz folk",turkish soundtrack
Tuna Hizmetli,3yS194sop0FHUqjon7knxW,7515,,,turkish soundtrack
Ender Gündüzlü,6if7DxtFVgUJr9xaWLUDyE,6817,,,turkish soundtrack
Uğur Ateş,3boCyXmSeH4lOA6IbXpS4C,6246,,,turkish soundtrack
Hasan Ozsut,7aCflBuhbEoQ9jbhgagR4i,5398,,,turkish soundtrack
Engin Arslan,1mFQ13SfvD4jWIfOAa9tXw,4925,32,"arabesk, oyun havasi",turkish soundtrack
Bolahenk,0strGXPFFHphKvryCij7Rq,4843,,,turkish soundtrack
Soner Akalın,2hAAbtwTIck3hAg28d4jMJ,4168,40,,turkish soundtrack
Aydın Sarman,40w4wlvviSEDjQDcxfL1zi,4126,,arabesk,turkish soundtrack
Nail Yurtsever,43oLHCXfVISBPU6LySxbfG,3775,,,turkish soundtrack
Saki Çimen,6v3O4EAmHlj9S5PoLu4hRf,3707,31,,turkish soundtrack
Ayşe Önder,3nhx0IXivjaTWqTwQhNqKD,3061,,"arabesk, karadeniz folk",turkish soundtrack
Mem's Magic,3R0QFT9QbXa3JrQy0h67oS,2517,,,turkish soundtrack
Umut Fırat Yükselir,5XzkNudV8Z5jiCyrPJT0Eq,2425,,,turkish soundtrack
Alper Atakan,3uDzqJdKQwqnH0OQD00RXd,2293,,turkish pop,turkish soundtrack
Alp Erkin Çakmak,69xjfCCuVgjg9ad70HdGVt,2043,,,turkish soundtrack
Nevzat Yılmaz,5JwirUCto5VUmbMTAzBA2B,1515,,anatolian rock,turkish soundtrack
Engin Bayrak,7616xApq2m3kp7roCKe1QH,1502,,,turkish soundtrack
Sunay Özgür,6mo0wDjcoViVQqgYIOsUAz,1457,,"arabesk, oyun havasi, turkish pop",turkish soundtrack
Tolga Çebi,4ngntIWZ3VmcagXANfHcVq,1339,,,turkish soundtrack
Okan Kaya,3lWy7pvJAywr5PYE0RIMvT,1225,,anatolian rock,turkish soundtrack
Ülvi Zeynalov,4GyqYaIQw3j3eIeKGHaRiA,978,,,turkish soundtrack
Işıl Özsüt,1QgiX736e8jSPKSyfa1r9f,841,,,turkish soundtrack
Rahman Altın,2KmM4lRkz5Y04lNFuU7CiC,752,,,turkish soundtrack
T&A Project,64e3Lds04BUQmDeNWK1yD8,739,,arabesk,turkish soundtrack
Namık Naghdaliyev,4NYtWTD8pab9CUmUAVB5er,689,,,turkish soundtrack
Tamer Çıray,1LF7fMSyOdA0SEUmuaw0Se,597,,,turkish soundtrack
Kerem Türkaydın,7eijGyzorCvpPnyVvGsOM3,540,,,turkish soundtrack
Deniz Tuzcuoğlu,1LdPpldFDbjfYvPYIFfMPI,463,,anatolian rock,turkish soundtrack
Korhan Nart,12ZdSEnWyLBhykn85X1bA7,443,,,turkish soundtrack
Ümit Önder,6HvOQCOBt25uYqnMdsAKAj,420,,arabesk,turkish soundtrack
Reşit Gözdamla,1Zo5B9PM1PTbWHT7RD52RO,338,,,turkish soundtrack
Caner Özkan,2oojoWheppZays3mDO8ryU,241,,,turkish soundtrack
Furkan Eroğlu,0JVKHqY5Xijuw7ybK2cCzH,235,,,turkish soundtrack
Aytuğ Yargıç,2V9vrebyF84RCoksprdGLi,227,,,turkish soundtrack
Ulas Pakkan,07RicpB9e5VxTg8UyuBEvX,213,,,turkish soundtrack
Bülent Ercüment Orkut,0dJaA3BSgWYgXGnBynU69s,212,,,turkish soundtrack
Göktuğ Şenkal,4uIbNklySuh0xNUvPnUH68,181,,,turkish soundtrack
Tevfik Kulak,1z5aj3mq24mUUsIxUZANtg,89,,,turkish soundtrack
Emre Dündar,7seBW6EI9ydZmih3BjPLAw,36,,electroacoustic,turkish soundtrack
Ezhel,6LnJKrtFnTEGdbWQ2riWCL,7123980,67,"turkish hip hop, turkish pop",turkish trap
UZI,51DevdOxIJin6DB1FXJpD1,7043534,77,"drill, turkish hip hop",turkish trap
Sagopa Kajmer,1KXTegXtnCPKXjRaX1llcD,5464006,66,"rap, turkish hip hop",turkish trap
Sefo,1ITjgqpqMDJlqZGAK3mlPQ,3028281,62,"turkish hip hop, turkish pop",turkish trap
Norm Ender,3S6gaE89XewFAvZqsMuJDJ,2118332,60,turkish hip hop,turkish trap
Batuflex,15AZJFNrXtIN4Nk8BIOnS2,2019279,65,"drill, turkish hip hop",turkish trap
Motive,6sBSLIunx1Je0Y2T77wpkP,1869507,76,turkish hip hop,turkish trap
Canbay & Wolker,1hgaXjbAcED2p80Lj8dzXT,1698320,58,"turkish hip hop, turkish pop",turkish trap
Şehinşah,0FUsrstJwmg4WVHQMTYuUA,1531784,60,turkish hip hop,turkish trap
Velet,7bchfd9ZihGesFniE7tM71,1421490,56,"turkish hip hop, turkish pop",turkish trap
Yener Çevik,5rBUMBV7L6zPsEKnlgiOm9,1309106,57,"arabesk, turkish hip hop",turkish trap
Patron,2r8iLFeSTuOiZualHmSXxS,1255615,52,turkish hip hop,turkish trap
Murda,2y1VzMKAa5nmfXKtJL9jnj,1209262,64,"turkish hip hop, turkish pop",turkish trap
Contra,3tJELJoPZ4VTKmL0vppqLj,1207146,51,turkish hip hop,turkish trap
Anıl Piyancı,2u4xMsh0M2B7R8Wb3pEWae,1121165,55,turkish hip hop,turkish trap
Hidra,3yzGegJHrOW1CndMVFoo3m,847449,55,turkish hip hop,turkish trap
Khontkar,1iJrQKRh5aJnp6cG5lpITr,823815,53,turkish hip hop,turkish trap
Ceg,2QDHxmDObOuv9MCeBYiFtq,722875,54,turkish hip hop,turkish trap
Şam,1GyfNm3xj64IZR4rKnzNti,517397,68,turkish hip hop,turkish trap
Massaka,4Fn5clYETVpCxnIcFSZhr9,440961,52,turkish hip hop,turkish trap
Xir,1eQzZsJAtBVhN9WP62oXM2,349541,46,turkish hip hop,turkish trap
Istanbul Trip,495LDNjDrYzj7Fk0LtuJcJ,344475,39,turkish hip hop,turkish trap
Tepki,5DtQ3MpxpzAyDvgMNFWN1r,307285,43,turkish hip hop,turkish trap
Killa Hakan,7HLErdUiPhh7mg5AxVEAX0,294916,45,turkish hip hop,turkish trap
Artz,2QU0UNvQvEZ2fuRUhkUNq4,249385,47,turkish hip hop,turkish trap
Keişan,5Pd3tsRa9fj2Q3JPQ0tYEv,240784,38,turkish hip hop,turkish trap
Zen-G,4HSiNCPhdU2snKaVJytlUM,199298,41,turkish hip hop,turkish trap
Muşta,7lJmtLRTNOIYB1vh1ZlwsX,184285,35,turkish hip hop,turkish trap
GNG,33rN00nPyd91h54THnCOcp,183604,,,turkish trap
Vio,6jTpCdn1rLOY8OPiTlG7Yt,148825,41,turkish hip hop,turkish trap
Yung Ouzo,3VooEK5HkkcSc4Tv7FCBzb,134290,53,turkish hip hop,turkish trap
Stap,3R27mVPp04i87RNmvysZfY,129931,51,turkish hip hop,turkish trap
MRF,6gur1DZVD5a5h0mPzggOJq,120486,27,turkish hip hop,turkish trap
Tuhan,6jGOSwp1HD2Q4Z9mO8P20h,99601,35,"drill, turkish hip hop",turkish trap
Baneva,19YsBPYDyAmKbcFoor4W4e,93487,48,turkish hip hop,turkish trap
MAW,0xKRMHUlYKY0uZxPFtj2CR,90564,36,turkish hip hop,turkish trap
KÖK$VL,5fO16dsHVrojWL2mPzcdpq,72688,45,turkish hip hop,turkish trap
Metth,6T5EThaaQrfKqzdQ4eRuHf,66710,39,turkish hip hop,turkish trap
Bixi Blake,2NPl6xmez0ma3ssIrMz1DM,54170,41,turkish hip hop,turkish trap
Ohash,1dGA9uX28qcaFQOvXZno42,50553,41,turkish hip hop,turkish trap
Asil Slang,3e9tJNBWrydJK3VKpkyWyT,40747,35,turkish hip hop,turkish trap
Tutsak,63uGZD0vf3Vp26f1zkELsf,26963,19,turkish hip hop,turkish trap
Bossy,6zgklcaF5juoL4nx54Ohan,24017,31,turkish hip hop,turkish trap
NOES,12BrYQYprJ6GNAA4vgMsET,10253,31,,turkish trap
Young Bego,643VmvA9t1Td4REc5YWkW4,7121,27,turkish hip hop,turkish trap
Monoman,0DafCL9NYeAe1DYWMC24TB,6711,36,turkish hip hop,turkish trap
Set,19Rza4zry4FH12uXxbUsib,6414,30,turkish hip hop,turkish trap
Cxngxvxr,3nvoi6kp2utsBvrI9QiEJ9,5317,1,turkish hip hop,turkish trap
Yusuf Dinç,0elfcuCAnfExbu2NwzmBOJ,3985,15,turkish hip hop,turkish trap
Nota,3VjnjE8EFbLl7EFXv1TlHL,3224,15,"drill, turkish hip hop, uk drill",turkish trap
Nosta,3XokumF2rkfpeBOORzl9Nc,2975,17,turkish hip hop,turkish trap
FlowArt,72onLiU3UTwcJNIXjG9vrF,2921,11,turkish hip hop,turkish trap
Naskas,4bd7oWT6SKinvq07nfMJwB,2793,20,turkish hip hop,turkish trap
Efecan Dianzenza,3U3RfNLTIXR1xJdw7PI86O,1423,1,turkish hip hop,turkish trap
Saçkolik Adam,4IjUx0Zt0kzEjzvrZPoJl8,1403,3,turkish hip hop,turkish trap
Radikal,2fbb52NMvAnTlslePoLrvz,1063,12,turkish hip hop,turkish trap
Metin Ben,1puP64mxdJHpCDgN012h8l,1023,3,"chicago drill, turkish hip hop",turkish trap
Merco,4fwkGripiVfAdw3DJxDoOI,998,5,turkish hip hop,turkish trap
Jam,508x2zMUOT6hrPB1UV0B6J,949,9,turkish hip hop,turkish trap
Bol Sözlük,6cbqsKLbEyJZ7LhiuIqe7z,694,8,turkish hip hop,turkish trap
Tüzzün,7ve77oFIK818JCrq350coD,665,9,turkish hip hop,turkish trap
Aytac Turkut,4P02yxj5KzLm7xMaL3BX5x,589,23,,turkish trap
Evren Penez,1461B7dk0oyEH6ybMUKlDC,492,1,turkish hip hop,turkish trap
Neon,0XtdbqfEpepCdBVH5nbFw4,244,0,turkish hip hop,turkish trap
Eren Özkaya,1WYYrsoMWNkNWmdjs1upNf,146,0,,turkish trap
Amon,1JiVFezWU7pFcmFqEoMl70,118,1,turkish hip hop,turkish trap
Efe Demir,2zAwUjqQKwPyXIqx2GBt0a,74,0,turkish pop,turkish trap
Fresh Sorgu,1z1kKsb1mJNLkCqvqHFw4S,73,0,turkish hip hop,turkish trap
Kufura,0UJJtAsXzDV1fvE96vZ2F2,37,0,,turkish trap
Amo988,05c2IUQGegTcqtWeWwuJ06,786874,,turkish pop,turkish trap pop
Kubilay Karça,2pbct1ni3yLLAfzrSXQDrH,619733,,"arabesk, turkish hip hop, turkish pop",turkish trap pop
Sura İskenderli,1B0fCkXH620aujSMm3wIKS,477651,46,"arabesk, turkish pop",turkish trap pop
Sıla Şahin,7p71hjdN4GlGgIsmCQIvuC,467938,,"arabesk, turkish pop",turkish trap pop
Tekir,2SqjgMx7edUilMzPosMR1P,331191,57,"arabesk, oyun havasi, turkish hip hop, turkish pop",turkish trap pop
Ayaz Erdoğan,2Y2hYlVGlZpTHAQ9UMaBCA,316005,,"turkish hip hop, turkish pop",turkish trap pop
KADR,5IbdRuOxSxGes8BU3lKmBx,275466,,"turkish hip hop, turkish pop",turkish trap pop
Umut Timur,650blPhpj24aloFTk941L3,246392,45,"turkish hip hop, turkish pop",turkish trap pop
İsmail YK,6BPzJMh8hXyURWbYwE2p1h,244755,,"arabesk, oyun havasi, t-pop, turkish pop",turkish trap pop
Kerim Araz,2xNgzwX6A9orF0QEJph5Eb,226661,,"arabesk, turkish pop",turkish trap pop
Nahide Babashlı,1mvxj5GtTiRhQ3G3qeVCJj,161143,,"arabesk, turkish pop",turkish trap pop
Samet Kardeşler,4Jah47VbnOtQGLtmdrDRXp,158637,,"arabesk, turkish pop",turkish trap pop
Onur Bayraktar,6mkXWBtpiVphWODcVDF4XH,150221,,"arabesk, turkish pop",turkish trap pop
Hasibe,1xyNnZuKZlrJqxFRg43JyV,82618,,turkish pop,turkish trap pop
Kaya Giray,35REohk9jOvZS11OhYJ6aD,70215,34,"turkish hip hop, turkish pop",turkish trap pop
Umut Capone,6b6UpfFRLIzgID4z8uVh4R,66346,,turkish pop,turkish trap pop
DEMET ELLOO,4KscXPzH57nCckPGRKLY6F,64310,,"arabesk, turkish pop",turkish trap pop
emir taha,1zofEGCCvRwAdhetK573gb,63701,,"turkish hip hop, turkish pop",turkish trap pop
Yiğit Mahzuni,1uu0kdfguMxU8HqSz7LxIK,62625,,"arabesk, turkish pop",turkish trap pop
Cioman,6voHRQpLHMYqgQ9EhGP6xm,58249,,"turkish hip hop, turkish pop",turkish trap pop
Yaren Doğan,1LhOJJU5ytqcP8LRSK9xSg,57016,,"arabesk, turkish pop",turkish trap pop
Muhabbet,4h1K0vbLjJmcYor2eKJIuJ,50030,,turkish pop,turkish trap pop
Revart,0ZzNn3WVteLb8XGqqkAKs9,47912,,"turkish hip hop, turkish pop",turkish trap pop
6iant,1crOmwDhXGwd42WXLHn6ii,41081,,"turkish hip hop, turkish pop",turkish trap pop
Nisa,6wYROOAfZ97gNh5TzasS50,40471,,german hip hop,turkish trap pop
Pınar Süer,0IfUkADV3FdxlKfbH8BELX,39573,,turkish pop,turkish trap pop
Ahsen Almaz,45T95erfA76LEZM3uc2jbS,38839,,turkish pop,turkish trap pop
Kerimcan Durmaz,6SuvCvIgTchPW2bcuXSKzM,37945,,turkish pop,turkish trap pop
Zeyd,12MwQGIKtcERM3CNJhhq5T,37044,38,"arabesk, turkish hip hop, turkish pop",turkish trap pop
Vedat Alçay,2vJkZYWARXqutAB0yPlsRe,33474,,"turkish hip hop, turkish pop",turkish trap pop
Derya,6o3bwYRhx8TcXXp77TBz8F,32801,36,turkish pop,turkish trap pop
Resit Kemal,3xtQQsJvIjKcyaLT4uMsWz,28972,36,turkish hip hop,turkish trap pop
Enes,34pXZVU4JuirBiPGoxfcCP,27141,,,turkish trap pop
FRO,0FFa4QdxeEcPI6xd0pPxeI,27066,,turkish hip hop,turkish trap pop
Doğukan Sarıtaş,530b8gZ5AZjVYeJwQGdSeC,23985,,"turkish hip hop, turkish pop",turkish trap pop
Jako,4kpqHcVwTcRhrNTAB66li4,21638,,"turkish hip hop, turkish pop",turkish trap pop
Dest,1LHPVpHC47y3smBcWT925y,21165,,turkish hip hop,turkish trap pop
Hünkar Göksu,6cCJrO94gspaPncQR8DXwe,21150,,turkish pop,turkish trap pop
ENES 61,6FQDmXxmVt0XPePZGk2uPQ,19729,,turkish pop,turkish trap pop
Yaprak Çamlıca,2AYKWDi1110es1skdOCike,18832,,turkish pop,turkish trap pop
Berrin Keklikler,64Cq76lbrG6XZOZPo5Giwl,17255,34,"turkish hip hop, turkish pop",turkish trap pop
Diplomat,40d2ctWKoC0cITzUt8hCjJ,14490,,turkish hip hop,turkish trap pop
Amiral,2ftRjJvrvXhpBV8RUehDHd,14327,,turkish hip hop,turkish trap pop
Erdal Toprak,4bAps3o4FKhgEplEbh3CUe,12851,,"turkish hip hop, turkish pop",turkish trap pop
Bora,0EJe5gUmpf6NraeLEyFF7E,12564,,turkish hip hop,turkish trap pop
Venus88,563SpITdz9Y0murGMwtJrR,11841,,turkish hip hop,turkish trap pop
Ekin Ekinci,0A5Q33lqavDugneEXFHPy1,10512,,turkish pop,turkish trap pop
Ogi,0Z3TBwaJRFqbHsRJg3Ug8w,10415,47,turkish hip hop,turkish trap pop
Deha,3G8CpiMJOnYQJ8Xyud2lQg,10105,,turkish hip hop,turkish trap pop
ayazkardes,4BNyQQUayFkUOdf2sw9cLY,9272,,turkish hip hop,turkish trap pop
Cato,078OaQ5wNbBS78wozaOsGf,8213,,turkish hip hop,turkish trap pop
Özkan,4DtIvaqPA65sH5o6oelleY,8074,23,turkish hip hop,turkish trap pop
Azamat,074PUSljBkhYcFQOsoo6tT,8051,,"turkish hip hop, turkish pop",turkish trap pop
Mil Savior,0GA06jqGWOXakR3xL1KtJv,8031,,turkish hip hop,turkish trap pop
Nefo,0lyFXJyTJTxfUR7lArZLZz,7643,,turkish hip hop,turkish trap pop
Eza,2gxy3wuy69FehyTu3iuRl2,6984,35,"turkish hip hop, turkish pop",turkish trap pop
Bilici,5282wFSMKx3QgLufnnaVLB,6324,,turkish hip hop,turkish trap pop
Atlas,68jQeHiYOxEXFMn3gMbgIj,6323,25,turkish hip hop,turkish trap pop
Worry,6Zg8TB92QUT6zTLYXu4gEH,5688,24,turkish hip hop,turkish trap pop
Dianz,17U1GTgGmsHnAl5UzvQKhy,5681,,turkish hip hop,turkish trap pop
Grifon,3BgTkkhgEvNt2S7t9QcsPZ,5312,,turkish hip hop,turkish trap pop
Ataberk Kurnaz,5bbIfvii4xKQHgWyYfmGDr,5030,,turkish hip hop,turkish trap pop
G0KAY,2emCdCBQ9xaHSn8mk9a6ql,4996,,turkish hip hop,turkish trap pop
Ozthewiz,2ANKUXtknFmV4EKgoix3kC,4817,,turkish hip hop,turkish trap pop
Ezgizem,1NdFM8FxkPYwYWZl9Zr2tj,4186,,"oyun havasi, turkish pop",turkish trap pop
Cüneyt KUZU,0hTQIhRgQYf0qb8uzA9wJo,3903,,"arabesk, turkish pop",turkish trap pop
Murgs,2qmlBDeu3JB8C5OuoHqfft,3723,,turkish hip hop,turkish trap pop
Lukhan,4JGOZ9yEpxvFTSd7eyVgjJ,2969,,turkish hip hop,turkish trap pop
The Nova,4UDP9ZOfvXvjwg8GslPUFy,2641,,turkish hip hop,turkish trap pop
Devin Dereli,7kDV3gFUL8ur5ElHS2ZlbY,2377,,turkish hip hop,turkish trap pop
Mali Green,3E7p63bZatO9VnLcaCKUvB,2186,,turkish hip hop,turkish trap pop
Zai,5URawBcnmJ9FkTqN44r5Hs,2083,,turkish hip hop,turkish trap pop
Ali Katı,2hc6zS1Ol9v2hSSYo1AcbH,2058,,turkish hip hop,turkish trap pop
Ateş,4yY1V7RucVIyiEPWCVHIWw,1814,,turkish hip hop,turkish trap pop
Neocastro,3dpCRBiWkKig7GHk8ima6N,1514,,turkish hip hop,turkish trap pop
R-D,1KHhM4HRa5fZ9DJwu2N2Qc,1387,,moroccan rap,turkish trap pop
İhtiyar,792jeczdUhYAHOVz8DOI5F,1288,,turkish hip hop,turkish trap pop
Başak Çalık,7rmp4C7dbpPmlf3Uyt4rAm,1046,,turkish pop,turkish trap pop
Yusuf Altınlar,6XzJXspNTfWG1O22chnOSy,934,,turkish hip hop,turkish trap pop
Dilayda,6eifCZdqlvQzK6FmqsHpwW,927,,turkish pop,turkish trap pop
SvA,1RBbmgBjLwezNHIQWYYVtF,892,30,turkish hip hop,turkish trap pop
Ayça,6PgjhsNqbxxqTCMu8P13FD,864,,turkish pop,turkish trap pop
Semih Uyulgan,3krwI5GMOxUtKO2RHGT0vg,849,,turkish hip hop,turkish trap pop
Özeren,4xKQyuqhyyDy6yTQdGk8qz,848,,turkish hip hop,turkish trap pop
Nova,7wpeWtBNO8U6h6vbx9QbEN,792,,turkish hip hop,turkish trap pop
MaeSpace,0t8smPxn1ZGdXdgqMoepOe,558,,turkish hip hop,turkish trap pop
MUA,3PjpLsKmxXM5W8F8cTknlF,505,,turkish hip hop,turkish trap pop
Volkan Oran,640VJrfim3EtJlggv6p7ny,473,,turkish pop,turkish trap pop
Onur Elmas,0yIl6LFaHnNwmMvSejqwRH,427,,turkish hip hop,turkish trap pop
Olkan Soycan,439qoQvCrKzoNup9CrNxXu,419,,turkish hip hop,turkish trap pop
Murat Bektaş,6CMUKN2Gst2PW1rfbMemoa,392,,turkish hip hop,turkish trap pop
Hemahenk,3uERoRBwD5OnfPCULWTpCB,374,,turkish pop,turkish trap pop
Forza,06DH4yJZJmzT0KnzqZ9spg,352,,turkish hip hop,turkish trap pop
Son Nefes,3KA2WF4b5kiHGwwLyowIXS,334,,,turkish trap pop
KVΛN,4xDIHIVrtBOx2744QA1sh4,332,,"turkish hip hop, turkish pop",turkish trap pop
Arşi,2BUEqconNQZsTMjwrrk9Ot,310,,turkish hip hop,turkish trap pop
Beks,3RpMzsj1yl2d2tSHYxq2yn,249,,turkish hip hop,turkish trap pop
Ferit Sönmez,5infRFFcOeArhs6wjDn8Cu,167,,turkish hip hop,turkish trap pop
Dabager,57t2FMKixkZSi6fosjRjN0,150,,turkish pop,turkish trap pop
Doğukan Hazar,04VfyiYRLUtDxCDXLl5gVB,110,,,turkish trap pop
Alfa,5oKwdKTpvbPs9gpHY3eUye,109,,turkish hip hop,turkish trap pop
Sedef Şensoy,4BMGoAe3GecBFXboLheElp,107,,turkish pop,turkish trap pop
Sedo,3rC65ql4lEdtFseJ84GmIP,88,,,turkish trap pop
Mehmet Savcı,218xTaLi20bV0t7cADVaeM,48,,,turkish trap pop
Alpi,7l9LJ8jlXFwIhG1EpUG139,39,,turkish hip hop,turkish trap pop
3K1A,2nXJt4rfjmg2HH7XPaf4oZ,38,,turkish hip hop,turkish trap pop
