isim,Spotify_Isim,Spotify_ID,Takipci,Genre,EveryNoise_Tur,Spotify_Tur,tip,cinsiyet,sehir
Akredsyah,Akredsyah,4JMPQDPkvsA2deTOqhMp1S,167.0,Turkish Metal & Hardcore,turkish black metal,,,,
ufxcksabbah,ufxcksabbah,5ddKAdHjHMkeUQZIfJcnTp,165.0,Turkish Hip Hop & Trap,new school turkce rap,,,,
The Moon Illusion,The Moon Illusion,30MfNYBz9mFXJXYx1tQnE1,165.0,Turkish Rock,turkish post-punk,"darkwave, post-punk, cold wave, industrial rock",grup,grup,Ankara
Melez,Melez,3xEzBBxWT4nJwm5OfviNiC,165.0,Turkish Hip Hop & Trap,turkce drill,,,,
Batu,Batu,2zV9W5DuDWMgahh14tJWnQ,162.0,Turkish Electronic,turkish deep house,,,,
Serhan Dağıstanlı,Serhan Dağıstanlı,7KaOo2dPiKFslUwBIbwOOq,161.0,Turkish Pop,turkce slow sarkilar,,,,
Tamer Temel Quartet,Tamer Temel Quartet,0CfhzudfoI6OzVqFLtKLZv,160.0,Turkish Jazz & Instrumental,turkish jazz,,,,
Suzan Yakar Rutkay,Suzan Yakar Rutkay,428GWX7Gp2U7nWdrQUWdpu,159.0,Turkish Sanat & Klasik,turk sanat muzigi,arabesk,,kadın,Cihangir
Tolga Araboglu,Tolga Araboglu,4qdXlTgqUJ1ia7el6J4St9,159.0,Turkish Electronic,turkish electronic,,,,
Korhan Erel,Korhan Erel,6AsVtruSti7SdegmVN0Z7w,158.0,Turkish Electronic,turkish experimental,"electroacoustic, musique concrète, avant-garde, experimental",solo,,İstanbul
Ece Anlı,Ece Anlı,7FaZhvf70Qmi1wTcSBMDPp,157.0,Turkish Pop,deep turkish pop,turkish pop,solo,,İstanbul
Engin Gürkey,Engin Gürkey,6WzP56Szn1cIP72aNbyqNr,156.0,Turkish Jazz & Instrumental,turkish jazz,,solo,,İstanbul
Dead Man's Dream,Dead Man's Dream,5nxUjWgfBID22uuceN0ciY,153.0,Turkish Rock,turkish post-punk,"darkwave, post-punk, gothic rock",,,
BENTCİ,BENTCİ,2e6FTm3TzE7xx1NrMv7gjW,153.0,Turkish Hip Hop & Trap,turkce drill,,,,
Ertaş Erzincan,Ertaş Erzincan,6sWsBAJ5tKOfyl39f8L3Z5,152.0,Turkish Folk,baglama,,,,
Konjo,Konjo,1SJhOaZiH4uboEqTTzl26k,151.0,Turkish Electronic,turkish experimental,vocaloid,,,
Dabager,Dabager,57t2FMKixkZSi6fosjRjN0,150.0,Turkish Pop,turkish trap pop,turkish pop,,,
İsmailGYK,İsmailGYK,53xLUhPYQPsn5rDbT8o1Dx,150.0,Turkish Hip Hop & Trap,new school turkce rap,,,,
Kayhan,Kayhan,7qaIiROIXaqMnyuiDClS02,149.0,Turkish Rock,turkish psych,"anatolian rock, psychedelic rock",,,
DRILLMOD,DRILLMOD,6gX8XXOutQewU2GKULqrmR,149.0,Turkish Hip Hop & Trap,new school turkce rap,,,,
Mustafa Dere,Mustafa Dere,7fjykLcRKEIU26z5OmDWMc,149.0,Turkish Folk,rumeli turkuleri,oyun havasi,,,
Mr. Freak,Mr. Freak,7EQwHo1MYRxKsuOEfbOPxU,149.0,Diger,turkish reggae,,,,
Causeyoufair,Causeyoufair,0MWBYlcEGzKv4Myo8466r9,148.0,Turkish Electronic,turkish electronic,"drone, ambient, new age, electroacoustic, dark ambient",solo,,İstanbul
Hacettepe Senfoni Orkestrası,Hacettepe Senfoni Orkestrası,0hdmVvt3mOsForJhw9qLUf,148.0,Turkish Sanat & Klasik,turkish classical performance,,,,
Mola Mola,Mola Mola,3K3LZr10iOTNODghTCXv3Q,148.0,Turkish Pop,huzunlu sarkilar,,,,
Oturma Grubu,Oturma Grubu,7pvRX8srBmKxd7ZF6cnK86,147.0,Turkish Jazz & Instrumental,turkish modern jazz,,,,
Akın Çalap,Akın Çalap,3zgqZYAdGUmt5WhuYFkaIL,146.0,Turkish Rock,turkish post-punk,darkwave,,,
Eren Özkaya,Eren Özkaya,1WYYrsoMWNkNWmdjs1upNf,146.0,Turkish Hip Hop & Trap,turkish trap,,,,
Emrah Nar,Emrah Nar,6qm2JBzDvwSdMtosAxzPHC,146.0,Turkish Folk,karadeniz turkuleri,karadeniz folk,,,
Hakan Ismen,Hakan Ismen,6pMoPL1XG4YukugPALZZjm,146.0,Turkish Electronic,turkish deep house,,,,
Mert,Mert,3TRmzB29SHSqHETvaDx0Is,144.0,Turkish Hip Hop & Trap,new school turkce rap,,,,
Lare,Lare,2fsWY4VxGdgWSqGElvJxz7,143.0,Turkish Hip Hop & Trap,new school turkce rap,,,,
Baalzephon,Baalzephon,0CQ6k34gFZiM1GHmziagag,143.0,Turkish Metal & Hardcore,turkish black metal,,,,
Gökhan Filizman,Gökhan Filizman,2mvgmlz4lCPnye8dw1ay7K,143.0,Turkish Sanat & Klasik,turkish classical,,,,
Melih Kahveci,Melih Kahveci,5nVnSQeuC0pJ4VLXdtV7V1,142.0,Turkish Pop,karadeniz pop,karadeniz folk,,,
Pregnant Head,Pregnant Head,0G4VlCHxbSxOoKQuzUxnKJ,141.0,Turkish Electronic,turkish electronic,,,,
Odadaki Fil,Odadaki Fil,4hNAXm7TMMc6zHzHihDA60,140.0,Turkish Rock,turkish post-punk,post-punk,,,
Sıla Erdem,Sıla Erdem,2Ytzma8IkdflT5xP5G7KmU,139.0,Tematik & Ozel,cocuk sarkilari,,,,
Autehm,Autehm,13M2ZBOR3c31XJU0EhKjek,139.0,Turkish Rock,turkish punk,,,,
Hakan Şensoy,Hakan Şensoy,2gWAaPeXsxa2Ue4X7vXWkz,139.0,Turkish Sanat & Klasik,turkish classical performance,,,,
Bertan Avcı,Bertan Avcı,02k63zTsJSQxCRs9RsO19v,138.0,Tematik & Ozel,ulkucu sarkilar,,,,
Elrith,Elrith,2xCUOorgGNkpoXJGBx0SB5,138.0,Turkish Metal & Hardcore,turkish death metal,death metal,,,
Yolcu,Yolcu,566uHp5iRv2tJYa2nSPEoV,138.0,Turkish Rock,turkish post-punk,"darkwave, post-punk, industrial rock",,,
Solardip,Solardip,1DNXgayAunH2thtL1q2s4l,136.0,Turkish Rock,turkish post-punk,"darkwave, industrial rock, post-punk, cold wave",,,
Froggressive Dread Unit,Froggressive Dread Unit,2Jbz2IaHQpK4ZexpTut22J,136.0,Diger,turkish reggae,,,,
Egemen Kaygan,Egemen Kaygan,22AOPeHTjbmPJ84p9YjLq4,135.0,Turkish Electronic,turkish edm,,,,
Banu Sözüar,Banu Sözüar,2VQ0zhOH849JTNnPmIMTag,135.0,Turkish Sanat & Klasik,turkish classical performance,,,,
David Ezra Okonsar,David Ezra Okonsar,2mRKh9Lvpa1w2KRpd1J91r,133.0,,belgian classical piano,classical piano,,,
Dark Eden,Dark Eden,4pUBwwOfL9N58nC07EJmO6,132.0,Turkish Metal & Hardcore,turkish black metal,black metal,grup,grup,İzmir
Ayhan Orhuntaş,Ayhan Orhuntaş,7MYLFQFachpcIzQMjA72Ri,132.0,Turkish Jazz & Instrumental,turkish instrumental,,,,
Sevil Ulucan,Sevil Ulucan,6Bvx5JdPxgfTEzzF1k40BQ,131.0,Turkish Sanat & Klasik,turkish classical performance,,,,
The Free Licks,The Free Licks,3XGs6m1VGcfJa8REvojP35,131.0,Turkish Rock,turkish post-punk,darkwave,,,
Bulent Alkan,Bulent Alkan,0zaF2eJg58GnV4qxVYVCLn,131.0,Turkish Electronic,turkish edm,,,,
My Pen Is Big,My Pen Is Big,5GCLxoIAYixtph98sgSaal,131.0,Turkish Rock,turkish punk,melodic hardcore,grup,grup,Ankara
Neigh Pupil,Neigh Pupil,5N5HiQmU99k1ACz62BxkYc,130.0,Turkish Rock,turkish alternative rock,,,,
Didar Şeşen,Didar Şeşen,1lSEU49A9hUlGgPp1py72E,129.0,Tematik & Ozel,cocuk sarkilari,,,,
Pelin Halkacı Akın,Pelin Halkacı Akın,2ModBHvsOB3UpLYQ6e65ln,129.0,Turkish Sanat & Klasik,turkish classical performance,chamber music,,,
Malik,Malik,4gKj3VienuRyfNEvyxsHqa,124.0,Turkish Electronic,turkish deep house,,,,
Audio Fact,Audio Fact,4i4DMQg1NMbenCl8usnsJ5,124.0,Turkish Jazz & Instrumental,turkish modern jazz,"free jazz, anatolian rock",,,
Dirty Black,Dirty Black,3juj0O9qKOdbnEVaXmiWzd,123.0,Turkish Metal & Hardcore,turkish metal,,,,
Ani Kavafian,Ani Kavafian,57WDs6FYvI03RhSUlkq4e0,123.0,Turkish Sanat & Klasik,turkish classical performance,"chamber music, expressionism",solo,,New Haven
Melda Duygulu,Melda Duygulu,4ggcY0xdnPwnF9LlJ3UNR3,122.0,Turkish Folk,turkish folk,oyun havasi,,,
Samet Kölemen,Samet Kölemen,7qMzY89c5fYX8WpzWAR3hl,119.0,Turkish Pop,karadeniz pop,karadeniz folk,solo,,Trabzon
Till Daylight,Till Daylight,0ozRlzJLtosgtQhQLgihdM,118.0,Turkish Metal & Hardcore,turkish metal,,,,
Amon,Amon,1JiVFezWU7pFcmFqEoMl70,118.0,Turkish Hip Hop & Trap,turkish trap,turkish hip hop,,,
Chego1963,Chego1963,5UkiJi6aTQnJeqCrsGEAt7,118.0,Turkish Hip Hop & Trap,new school turkce rap,,,,
diavolo,diavolo,4Zy92JgviOei3oNN2St6E8,118.0,Turkish Hip Hop & Trap,new school turkce rap,,,,
Suzan Güven,Suzan Güven,3q8PKQwud8fnL0qz0250aL,118.0,Turkish Sanat & Klasik,turk sanat muzigi,,,,
Tagraht,Tagraht,5WWvt0vaDbc2STtZQij64x,112.0,Turkish Metal & Hardcore,turkish black metal,,,,
Evren Mevlanaoğlu,Evren Mevlanaoğlu,6ehzxs9m2vdt5p434Gzh9r,112.0,Turkish Pop,turkce slow sarkilar,,,,
Doğukan Hazar,Doğukan Hazar,04VfyiYRLUtDxCDXLl5gVB,111.0,Turkish Pop,turkish trap pop,,,,
Serüven,Serüven,2n6Yoala8vhy877ckrosRX,111.0,Turkish Hip Hop & Trap,turkish hip hop,turkish hip hop,,,
Prxdvtors,Prxdvtors,2Q8lXHkLS9iqteUOAd7Gc0,111.0,Turkish Hip Hop & Trap,turkce trap metal,,,,
Mammoths On Giants,Mammoths On Giants,08ynJ7b7gQGvYKlCbSm7MU,111.0,Turkish Metal & Hardcore,turkish hardcore,mathcore,grup,grup,Istanbul
Jornada del Muerto,Jornada del Muerto,5Ftuz4ktmsv2SasiH5bLSI,110.0,Turkish Metal & Hardcore,turkish hardcore,,solo,,İstanbul
Rob Noisy,Rob Noisy,6IfMjYMX09MXayy49TAXSW,110.0,Turkish Rock,turkish punk,,,,
Alfa,Alfa,5oKwdKTpvbPs9gpHY3eUye,109.0,Turkish Pop,turkish trap pop,turkish hip hop,,,
Murat Doğru,Murat Doğru,2Q7MoPgJSRQg1rNJikBMBF,109.0,Turkish Pop,turkce slow sarkilar,,,,
Lia Hail,Lia Hail,30IOe4EbvKZyU8XSEysUnG,107.0,Turkish Hip Hop & Trap,turkce kadin rap,,,,
Sedef Şensoy,Sedef Şensoy,4BMGoAe3GecBFXboLheElp,107.0,Turkish Pop,turkish trap pop,turkish pop,,,
allah,allah,0SNBLlq2nyt7m0zSb5Wut6,106.0,Turkish Hip Hop & Trap,new school turkce rap,,,,
Ayça,Ayça,149WhEUxW1RVjhuQCwA4Ky,105.0,Turkish Hip Hop & Trap,turkce kadin rap,,,,
FEDUPP,FEDUPP,596wC1sfRUR7CBEg2uqCIo,104.0,Turkish Hip Hop & Trap,new school turkce rap,,,,
Rüya Taner,Rüya Taner,4kbSpWeNZlK7PKrmrx2vc1,103.0,Turkish Sanat & Klasik,turkish classical performance,,,,
Death Sigh Ritual,Death Sigh Ritual,1iPPSOIFLumViha4yZSvHp,103.0,Turkish Metal & Hardcore,turkish black metal,black metal,,,
İzmirli Seda,İzmirli Seda,0sXrxegi9JD85YVGeOQZax,103.0,Turkish Folk,rumeli turkuleri,oyun havasi,,,
Vira Cemal,Vira Cemal,0brLZJdzqhhXgtNSwCHBHC,103.0,Turkish Folk,karadeniz turkuleri,karadeniz folk,,,
Rölanti,Rölanti,2CLMkHh964UDimVKc4cxGM,102.0,Turkish Pop,huzunlu sarkilar,,,,
Gras,Gras,2OjVB5zQU1oZYxzSi82vNK,100.0,Turkish Electronic,turkish electronic,,,,
Draut,Draut,0xkgtgHyZFJdotii5RGrM9,96.0,Turkish Metal & Hardcore,turkish black metal,black metal,,,
Emre Elivar,Emre Elivar,4Oy5ARFsh9SivM1x3ChiPF,96.0,Turkish Sanat & Klasik,turkish classical performance,chamber music,,,
Tevfik Kulak,Tevfik Kulak,1z5aj3mq24mUUsIxUZANtg,96.0,Turkish Jazz & Instrumental,turkish soundtrack,,,,
Nesrin Yetkin,Nesrin Yetkin,6x0M26H6koi14vrsuvDiKW,95.0,Turkish Folk,oyun havasi,oyun havasi,,,
Ispanak,Ispanak,32tCLKJFWuCCl8wFJ7itZh,94.0,Turkish Electronic,turkish experimental,experimental,,,
İsmail Avcı,İsmail Avcı,7xFhuPgLIUoWQt3vUjCcj7,94.0,Turkish Pop,karadeniz pop,karadeniz folk,,,
legitsarsilmaz,legitsarsilmaz,6ha59InjF8t9aeQRyee0GY,94.0,Turkish Hip Hop & Trap,new school turkce rap,,,,
Viva La Luna,Viva La Luna,6xFsUBeQMbXGJXWALd2Ay7,92.0,Turkish Electronic,turkish electronic,,solo,,İstanbul
Mustafa Tatlıtürk,Mustafa Tatlıtürk,7LW3HIYe46mu3Kty29hA02,92.0,Turkish Folk,bozlak,,,,
Cano İsmail,Cano İsmail,7IChtrNIQsYaets1E9WGDX,90.0,Turkish Folk,baglama,,,,
Serap Acar,Serap Acar,7tjRwVWeUsbG6eG3fuuKvj,90.0,Turkish Sanat & Klasik,turk sanat muzigi,"arabesk, turkish pop",solo,,İstanbul
Reverse Evolution,Reverse Evolution,7qgKRDmSTurTQVqrxoYvs4,90.0,Turkish Metal & Hardcore,turkish black metal,black metal,,,
Aslı,Aslı,2gwgl3EgcjBBEpChPyoU9V,89.0,Turkish Hip Hop & Trap,turkce kadin rap,turkish hip hop,solo,,İstanbul
İsmet Yazar,İsmet Yazar,25mVu3ZaSO7UemgxPjJWc3,88.0,Turkish Sanat & Klasik,turk sanat muzigi,,,,
Sedo,Sedo,3rC65ql4lEdtFseJ84GmIP,88.0,Turkish Pop,turkish trap pop,,,,
Adytum,Adytum,20hqfpHlcXzibvfSZBtSbw,88.0,,progressive black metal,black metal,grup,grup,Istanbul
Pogrom,Pogrom,1azo97fgQVScjCQUNzk0Vn,87.0,Turkish Metal & Hardcore,turkish black metal,,,,
Onur Akay,Onur Akay,7tJhaPO9jGdb0YZ65w2cNr,87.0,Turkish Sanat & Klasik,turk sanat muzigi,arabesk,,,
Oğuz Kılınç,Oğuz Kılınç,26bi9wfeU0lhvR4vFECbko,87.0,Turkish Electronic,turkish edm,,,,
Mualla Mukadder Atakan,Mualla Mukadder Atakan,7gdVJaQHIc0pCIMFYwyAwg,87.0,Turkish Sanat & Klasik,turk sanat muzigi,,solo,,Çanakkale
Alper,Alper,7uDWRz4rzQWESXGMC9Vocl,85.0,Turkish Electronic,turkish deep house,,,,
Mehmet Emin Güler,Mehmet Emin Güler,6yBjJBm93NKmoxBLG50Kwa,84.0,Turkish Sanat & Klasik,ilahiler,sufi,,,
Freedom Gray,Freedom Gray,6LQzOkVB5nsl60Vbmuf3pH,83.0,Turkish Metal & Hardcore,turkish death metal,melodic death metal,,,
Deep Eyes,Deep Eyes,3IS8m7jvWkXXXMvLBU8yS2,81.0,Turkish Electronic,turkish deep house,,,,
Securis,Securis,2VsrdQAWMoWCLEk948Z0IY,81.0,Turkish Metal & Hardcore,turkish death metal,melodic death metal,grup,grup,Ankara
Ziggurat,Ziggurat,0YtNu5WRa0LOT7RGajn0Am,81.0,Turkish Metal & Hardcore,turkish metal,,,,
Emine Serdaroğlu,Emine Serdaroğlu,6y1qjVd6SWdTcubRQuvQPc,81.0,Turkish Sanat & Klasik,turkish classical performance,,,,
Səbinə Cəlalzadə,Səbinə Cəlalzadə,6ghDHL6b9sgGqGNMzm1DMG,81.0,Turkish Pop,turkce slow sarkilar,,,,
Baris Bozan,Baris Bozan,2squ8KqtkAN2tjM63Tb9u7,80.0,Turkish Electronic,turkish deep house,,,,
Cüneyt Çakım,Cüneyt Çakım,4tiLZYrDN3Ygo0HD7gemVZ,80.0,Turkish Pop,deep turkish pop,turkish pop,,,
Exile,Exile,6cuYjZ3z1ogpopH0OSYCyl,78.0,Turkish Metal & Hardcore,turkish black metal,black metal,,,
Alpha Minus,Alpha Minus,5HGjTPVOowX6pSn3znXFI9,78.0,Turkish Electronic,turkish electronic,,,,
Özgür Aydın,Özgür Aydın,4TOtTCL0QBHn4OT31e4A20,77.0,Turkish Sanat & Klasik,turkish classical performance,,solo,,İskenderun
Urban Carnage,Urban Carnage,24A2a5abKEKb0v28FOOOXv,76.0,Turkish Metal & Hardcore,turkish hardcore,grindcore,grup,grup,İstanbul
METHILA 286,METHILA 286,0CniZObiPuPDOwynNFvVLX,76.0,Turkish Hip Hop & Trap,turkce trap metal,,,,
Sezai Göksu,Sezai Göksu,5qqEUbakf48euDT0ajPsIU,76.0,Turkish Folk,rumeli turkuleri,oyun havasi,,,
Aygen Bilge,Aygen Bilge,7nTM6CZ7Q8A4MEDVi6baLY,75.0,Turkish Jazz & Instrumental,turkish jazz,anatolian rock,,,
Efe Demir,Efe Demir,2zAwUjqQKwPyXIqx2GBt0a,74.0,Turkish Hip Hop & Trap,turkish trap,turkish pop,,,
Gökhan Çelen,Gökhan Çelen,6aggYgIvkBs1htrOQpBBd4,73.0,Turkish Hip Hop & Trap,turkce drill,,,,
Şölen Dikener,Şölen Dikener,2KN44mtvdtWl2g6Gik9NX9,73.0,Turkish Sanat & Klasik,turkish classical performance,,,,
Fresh Sorgu,Fresh Sorgu,1z1kKsb1mJNLkCqvqHFw4S,72.0,Turkish Hip Hop & Trap,turkish trap,turkish hip hop,,,
ABLE,ABLE,1f76yQ4uOMtbQG5MFVS2hG,72.0,Turkish Hip Hop & Trap,turkce trap metal,"drill, turkish hip hop",,,
Crunch,Crunch,2t36mu1RVNxygO3gmw86P2,71.0,Turkish Metal & Hardcore,turkish hardcore,"screamo, mathcore",,,
Gültekin Kaan,Gültekin Kaan,0afHLOkfihfHDeuqrIssX0,70.0,Turkish Rock,anadolu rock,anatolian rock,,,
Janset,Janset,0DG3LIi6m2VKJfkQnA0PX3,67.0,Turkish Rock,turkish alt pop,,,,
Bite the Dust,Bite the Dust,6Gr7b33DT3vN4Yhyi6Fxy7,67.0,Turkish Metal & Hardcore,turkish metal,,,,
ANIL YILDIZ,ANIL YILDIZ,0iP9RMjSaVWiP67LYrIi1H,67.0,Turkish Electronic,turkish deep house,,,,
Onurcan Guneyin,Onurcan Guneyin,6W3000luGK1SJ63akSwjBq,66.0,Turkish Electronic,turkish deep house,,,,
0-xcopy,0-xcopy,5ikvrzGiFUk4j3IXk6zBTR,66.0,Turkish Metal & Hardcore,turkish metal,,,,
Arkas Trio,Arkas Trio,2TI2qTfj7YaubjbiQDRWwA,66.0,Turkish Sanat & Klasik,turkish classical performance,chamber music,,,
Şagi,Şagi,1XKGDwrnz9fuTd9XWEtQ3T,66.0,Turkish Hip Hop & Trap,turkce drill,,,,
Erenlol1337,Erenlol1337,4GSsgOzWckwYkgThiCrLhx,65.0,Turkish Hip Hop & Trap,new school turkce rap,,,,
Across The Wall,Across The Wall,5UgBJHLyJjWgePTuZzH0zV,64.0,Turkish Rock,turkish punk,,grup,grup,İstanbul
Ferah Dila,Ferah Dila,6xCQFYV7onnw1XCOS1BmCO,64.0,Turkish Pop,turkce slow sarkilar,,,,
Skopi,Skopi,5PIBMgFyvvQs4fMxT5Yw0d,63.0,Turkish Hip Hop & Trap,turkce kadin rap,,,,
Sifir,Sifir,2WmFjKZikIo1Eol4vF9AFy,62.0,Turkish Electronic,turkish experimental,"electroacoustic, experimental, avant-garde",solo,,İstanbul
Kültür Bakanlığı Cumhurbaşkanlığı Senfoni Orkestrası,Kültür Bakanlığı Cumhurbaşkanlığı Senfoni Orkestrası,4PayR5G5i9qWsQHFztfbae,61.0,Turkish Sanat & Klasik,turkish classical performance,,,,
The Man Who Mistook His Wife For A Cat,The Man Who Mistook His Wife For A Cat,4ZNnqcp3GvrU8FYqozToCO,61.0,Turkish Rock,turkish alternative rock,,,,
Evren Svren,Evren Svren,54BN04OnrxJKahfvVZ8rqG,61.0,Turkish Rock,turkish post-punk,"darkwave, cold wave, post-punk, ebm",solo,,Trabzon
3 Ozan,3 Ozan,2wdahfzAhUbcrkbxFCBtcj,60.0,Turkish Rock,turkish psych,"anatolian rock, psychedelic rock",,,
Cevat Sedef,Cevat Sedef,2DvGA4x37vqcUrNeo1wHJ1,60.0,Turkish Rock,turkish psych,anatolian rock,,,
Elmir Qasımov,Elmir Qasımov,7y3Ec3m2Twz9d1CVyEOSgx,59.0,Turkish Pop,turkce slow sarkilar,,,,
Astronot,Astronot,3fIFSsIat6Cy01beVISJq7,59.0,Turkish Rock,turkish post-punk,"darkwave, cold wave, industrial rock, post-punk, synthpop",,,
Sultan Murad,Sultan Murad,6bpNIjpnAS6waLVpce9j4H,57.0,Turkish Sanat & Klasik,turkish classical,,,,
Your Kingdom Is Doomed!,Your Kingdom Is Doomed!,63E5Z2wNb2Hmb5OULlSBWQ,57.0,Turkish Metal & Hardcore,turkish hardcore,,grup,grup,İstanbul
Makattopsy,Makattopsy,3T6iufTpO4vmKAKq1GNR9N,56.0,Turkish Metal & Hardcore,turkish death metal,grindcore,grup,grup,İstanbul
Gülay Korkmaz,Gülay Korkmaz,1vN1RxSdsFukeU23OJN0Ei,56.0,Turkish Folk,karadeniz turkuleri,karadeniz folk,,,
nreAson,nreAson,4jTrRjZm6yd4xlU4sDwVVJ,55.0,Turkish Metal & Hardcore,turkish metal,,,,
Danyal Mantı,Danyal Mantı,73GAulOGbOy4iU1voOeOJk,55.0,Turkish Sanat & Klasik,turkish classical,,,,
Doksanyedi,Doksanyedi,2zUZy0spSAbMkvoHJ2tMXz,55.0,Turkish Hip Hop & Trap,turkce trap metal,,,,
Groupie & Star,Groupie & Star,5kMqHCWEk2bkaaexmxELTX,54.0,Turkish Rock,turkish post-punk,"darkwave, post-punk",solo,,İstanbul
savage,savage,44oplvIIdH7ruZH1uD7Y7G,54.0,Turkish Hip Hop & Trap,new school turkce rap,,,,
Hande Özyürek,Hande Özyürek,6aRMeC6b7mMH787coaElGp,53.0,Turkish Sanat & Klasik,turkish classical performance,,,,
Toldortunes,Toldortunes,6Ide6olHuLFyGtC24eV0IP,52.0,Turkish Electronic,turkish deep house,,,,
Atmosfer,Atmosfer,1NGcbba7ulMmDCmi9RBrSz,52.0,Turkish Jazz & Instrumental,turkish jazz,,,,
Esin Alp,Esin Alp,27L9cit74jbaVSPy7iCIwA,50.0,Turkish Pop,deep turkish pop,turkish pop,,,
Nilüfer Ormanlı,Nilüfer Ormanlı,5W53sEO2jqnl1IwAvPrtqx,50.0,Turkish Electronic,turkish experimental,"electroacoustic, avant-garde, experimental",,,
Naci Özgüç,Naci Özgüç,5AuJtzVBUqNZY1mnAlqaaz,50.0,Turkish Sanat & Klasik,turkish classical performance,opera,,,
ByStrong,ByStrong,6UvKCvjkKYf7FKIDmjDG0x,50.0,Turkish Hip Hop & Trap,new school turkce rap,,,,
Hayri Okçu,Hayri Okçu,4HqbvSwGXYBzl9ErfBLEGJ,50.0,Turkish Rock,turkish post-punk,"darkwave, post-punk",,,
Somon,Somon,5LRQc4mcLLlz8Zn6xud0R9,49.0,Turkish Metal & Hardcore,turkish metal,doom metal,,,
ban3,ban3,6XhyCfldNu0gVW0pXvM6LQ,48.0,Turkish Hip Hop & Trap,new school turkce rap,,,,
Mehmet Savcı,Mehmet Savcı,218xTaLi20bV0t7cADVaeM,48.0,Turkish Pop,turkish trap pop,,,,
Ayşegül Durakoğlu,Ayşegül Durakoğlu,4EgySDWztfFbeNL90yKbVC,48.0,Turkish Sanat & Klasik,turkish classical performance,,,,
Deniz Arman Gelenbe,Deniz Arman Gelenbe,6CmhRxovOTgDSPVCphqsZH,47.0,Turkish Sanat & Klasik,turkish classical performance,chamber music,,,
Lil Beko,Lil Beko,7tbD04A5HBwe5ef1Zb5GNU,46.0,Turkish Hip Hop & Trap,turkce drill,,,,
Kerim Safa,Kerim Safa,36WuH1h5nxa3uxZVPrB1BJ,45.0,Turkish Electronic,turkish experimental,,,,
The Lynch,The Lynch,6gEdrUzr0BTWeJiBQUc2h6,45.0,Turkish Rock,turkish post-punk,"darkwave, cold wave, post-punk",grup,grup,İstanbul
Ayla Gürses,Ayla Gürses,5Q49SCc49SEgVJBfZvTAhJ,44.0,Turkish Sanat & Klasik,turk sanat muzigi,arabesk,,,
Batur Sönmez,Batur Sönmez,2f6aL27jpITykKzGOafXZh,42.0,Turkish Electronic,turkish experimental,"electroacoustic, experimental",,,
Yaprak Sandalcı,Yaprak Sandalcı,5NSm1gCrRldB3XcTShM2nv,40.0,Tematik & Ozel,cocuk sarkilari,,,,
Alpi,Alpi,7l9LJ8jlXFwIhG1EpUG139,39.0,Turkish Pop,turkish trap pop,turkish hip hop,,,
Adil İnan,Adil İnan,0BpXj7OV5RDsCwmCoij3zK,39.0,Turkish Electronic,turkish deep house,,,,
3K1A,3K1A,2nXJt4rfjmg2HH7XPaf4oZ,38.0,Turkish Pop,turkish trap pop,turkish hip hop,,,
Pınar Akbay,Pınar Akbay,6l73r8PKj4TEInwaIW96uT,38.0,Turkish Electronic,turkish electronic,,,,
"Süpermatik, Randoman","Süpermatik, Randoman",0FM7cil5mx9scIPOmKLnxT,37.0,Turkish Electronic,turkish electronic,,,,
Kufura,Kufura,0UJJtAsXzDV1fvE96vZ2F2,37.0,Turkish Hip Hop & Trap,turkish trap,,solo,,İstanbul
tunaspeshy,tunaspeshy,0mgUhnzDOXd4Ki3DSRmpsN,37.0,Turkish Hip Hop & Trap,new school turkce rap,,,,
Buğra Niklaus,Buğra Niklaus,14lUInRkB7lwzwPYusj8Tn,37.0,Turkish Hip Hop & Trap,new school turkce rap,,,,
Emre Dündar,Emre Dündar,7seBW6EI9ydZmih3BjPLAw,36.0,Turkish Jazz & Instrumental,turkish soundtrack,electroacoustic,,,
Ufuk Kaplan,Ufuk Kaplan,5sEAKK33sYxQ4oH7rO4XDi,36.0,Turkish Electronic,turkish edm,,solo,,İstanbul
Tamer Günaydın,Tamer Günaydın,6sSD1oEgtlSqMCQX8tDaGH,35.0,Turkish Pop,karadeniz pop,karadeniz folk,,,
hxsan75,hxsan75,6qnqAgaTdMZ0nGSmkVYJo7,35.0,Turkish Hip Hop & Trap,new school turkce rap,,,,
Bekir Şahin Baloğlu & Nurullah Kanık,Bekir Şahin Baloğlu & Nurullah Kanık,7qA9Xp9u6EuC8sGU85aPJj,35.0,Turkish Sanat & Klasik,turkish classical,,,,
Yaşar Uslu,Yaşar Uslu,1jxLpqjiQ2xm2mPguoeoT6,34.0,Turkish Folk,baglama,arabesk,,,
Kerem Selek,Kerem Selek,0mxeGvFOTyKSUiScQ3K0zA,31.0,Turkish Electronic,turkish deep house,indie dance,,,
Zeki Duygulu,Zeki Duygulu,2B0IUyR7BdDj9lcLLt3YSk,31.0,Turkish Sanat & Klasik,turk sanat muzigi,,,,
Falldown,Falldown,7AVDDtfNXwnhANCMU5bw8H,31.0,Turkish Metal & Hardcore,turkish metal,,,,
911 Herd,911 Herd,5h0fWxsmFwsCjZEBNlQxmV,30.0,Turkish Hip Hop & Trap,turkce drill,,,,
Asli,Asli,7sfUcF4Eh126NF1YD9dks2,29.0,Turkish Rock,turkish rock,,solo,,İstanbul
